1108 - 1 for period 13 to 24
1108,13, Payment - GL,698,04/07/2012,24000,,Airtime to Agnes,
1108,13, Payment - GL,1363,23/07/2012,24000,,Airtime for doing company work c/o Vicky,
1108,13, Payment - GL,904,25/07/2012,48000,,Airtime to Annet and Ester,
1108,13, Payment - GL,938,30/07/2012,50000,,Airtime for July Birungi,
1108, 13, Period Total,,,146000
1108,14, Payment - GL,1390,03/08/2012,24000,,Airtime to Agnes,
1108,14, Payment - GL,1080,23/08/2012,24000,,Airtime for vicky,
1108,14, Payment - GL,1094,27/08/2012,25000,,Airtime for Sserwadda ,
1108,14, Payment - GL,1097,27/08/2012,24000,,Airtime to Ester,
1108,14, Payment - GL,1100,27/08/2012,24000,,Airtime to Anne,
1108,14, Payment - GL,1102,27/08/2012,24000,,Airtime to Agnes,
1108, 14, Period Total,,,145000
1108,15, Payment - GL,1184,06/09/2012,50000,,Airtime for Birungi,
1108,15, Payment - GL,2125,21/09/2012,24000,,Airtime to Vickey,
1108,15, Payment - GL,1317,27/09/2012,48000,,Airtime to Agnes and Ester,
1108, 15, Period Total,,,122000
1108,16, Payment - GL,1449,05/10/2012,50000,,Air time c/o Philip,
1108,16, Payment - GL,1586,20/10/2012,48000,,Air time for company work on Agnes, Ester,
1108,16, Payment - GL,1609,24/10/2012,24000,,Airtime for company,
1108, 16, Period Total,,,122000
1108,17, Payment - GL,1720,07/11/2012,50000,,Airtime c/o Philip,
1108,17, Payment - GL,2094,13/11/2012,25000,,Airtime to Sserwadda MIcheal,
1108,17, Payment - GL,1815,20/11/2012,24000,,Airtime for company work,
1108,17, Payment - GL,1858,23/11/2012,24000,,Airtime to do Company work,
1108,17, Payment - GL,1899,29/11/2012,24000,,Airtime ,
1108,17, Payment - GL,1906,30/11/2012,24000,,Airtime to Agnes,
1108,17, Payment - GL,1908,30/11/2012,24000,,Airtime to Annet,
1108, 17, Period Total,,,195000
1108,18, Payment - GL,1940,05/12/2012,50000,,Airtime to Philip,
1108,18, Payment - GL,2005,15/12/2012,24000,,Airtime ,
1108,18, Payment - GL,2033,20/12/2012,72000,,Airtime to Agnes, Anne and Easter,
1108, 18, Period Total,,,146000
1108,19, Payment - GL,2148,03/01/2013,50000,,Airtime to Philip,
1108,19, Payment - GL,2159,04/01/2013,35000,,Airtime to Sserwadda,
1108,19, Payment - GL,2254,14/01/2013,76500,,Rental Charges KHL for the post box,
1108,19, Payment - GL,2275,16/01/2013,72000,,Airtime to do company work Ester, Agnes,Ann,
1108,19, Payment - GL,2365,28/01/2013,24000,,Airtime to do co work Vickey,
1108, 19, Period Total,,,257500
1108,20, Payment - GL,2561,15/02/2013,50000,,Airtime to do company work c/o Philip,
1108,20, Payment - GL,2591,18/02/2013,72000,,Airtime for company work,
1108,20, Payment - GL,2643,23/02/2013,24000,,Airtime to Vickey,
1108, 20, Period Total,,,146000
1108,21, Payment - GL,2824,12/03/2013,72000,,Airtime to Ann, Ester and Agnes,
1108,21, Payment - GL,2925,21/03/2013,24000,,Airtime for company use c/o Vickey,
1108,21, Payment - GL,2947,23/03/2013,50000,,Airtime to Philip,
1108, 21, Period Total,,,146000
1108,22, Payment - GL,3116,05/04/2013,20000,,Airtime to Mr Sserwadda,
1108,22, Payment - GL,3205,16/04/2013,72000,,Airtime to Ester, Anne, Agnes,
1108,22, Payment - GL,3246,23/04/2013,12000,,Airtime to Vickey,
1108, 22, Period Total,,,104000
1108,23, Payment - GL,3369,08/05/2013,50000,,Airtime to do company work,
1108,23, Payment - GL,3413,13/05/2013,50000,,Airtime to Ann Nakazibwe,
1108,23, Payment - GL,3446,17/05/2013,24000,,Airtime to Ester Namutebi,
1108,23, Payment - GL,3448,17/05/2013,24000,,Airtime to Agnes to do company work,
1108,23, Payment - GL,3527,28/05/2013,24000,,Airtime to Vickey,
1108,23, Payment - GL,3542,31/05/2013,20000,,Airtime for Micheal,
1108, 23, Period Total,,,192000
1108,24, Payment - GL,3739,10/06/2013,24000,,Airtime to Anne,
1108,24, Payment - GL,3621,13/06/2013,50000,,Airtime for Pharmacy,
1108,24, Payment - GL,3646,17/06/2013,48000,,Airtime to Ester and Agnes,
1108,24, Payment - GL,3753,27/06/2013,24000,,Airtime to Vickey,
1108, 24, Period Total,,,146000
1108,24, Total Period Movement,,,1867500
